frame,inference_ms,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf,left_shoulder_angle,right_shoulder_angle,left_elbow_angle,right_elbow_angle
0,14.709900016896427,386.06667721271515,186.8458531498909,0.9986393451690674,393.2882663011551,176.53507095575333,0.9982269406318665,381.98424738645554,178.53181046247482,0.9962948560714722,406.84014666080475,172.97299987077713,0.9987242221832275,381.46007734537125,176.46769362688065,0.9968600273132324,446.2058359384537,198.71765404939651,0.9992768168449402,367.4453397989273,208.2002590894699,0.9976143836975098,512.3157587051392,216.15835404396057,0.9951181411743164,333.6233388185501,224.16345328092575,0.9279025793075562,572.4963992834091,229.3879257440567,0.9763317108154297,303.4257009625435,231.52895045280457,0.9112143516540527,435.49982476234436,337.23788714408875,0.9961764216423035,388.6682316660881,339.2333297729492,0.9943143725395203,438.682740688324,427.74575650691986,0.9098731279373169,382.31385415792465,429.4179447889328,0.9274556636810303,440.8405463695526,493.05335879325867,0.8049057722091675,390.38311821222305,501.2190145254135,0.8272566795349121,79.64081903365917,73.933854809514,177.6194876906668,168.44113869863403
1,15.235200000461191,386.28524643182755,186.93343764543533,0.9985605478286743,393.36670714616776,176.39769238233566,0.9980357885360718,381.98435443639755,178.53766149282455,0.9960080981254578,406.896588742733,172.4775623679161,0.9985366463661194,381.32717484235764,176.4489944577217,0.9964011311531067,445.9002083539963,198.34175550937653,0.9992417097091675,366.97426652908325,207.90347009897232,0.9972864985466003,513.5479570627213,214.44154411554337,0.9950301647186279,329.62759268283844,224.75119531154633,0.929172933101654,577.8623846769333,226.17733871936798,0.9765990376472473,296.2116588950157,226.06407302618027,0.9129340648651123,435.46481943130493,336.7452846765518,0.9960875511169434,388.5366405248642,338.94650864601135,0.9942159056663513,438.6218292713165,428.1316832304001,0.9063255786895752,382.52533131837845,429.574444770813,0.9227125644683838,441.4322381615639,492.06142818927765,0.8009071350097656,391.5351896882057,501.2455552816391,0.8225157856941223,80.92481254773762,75.06300850921109,176.95425507024603,157.9689827830965
2,15.490700025111437,386.4841719865799,186.94634610414505,0.9986463189125061,393.53183168172836,176.09624367952347,0.9981465935707092,381.9891449213028,178.53808373212814,0.9962790012359619,406.8655442595482,172.00555914640427,0.9986202120780945,381.24466609954834,176.40153777599335,0.9966546297073364,445.6490424275398,197.7763016819954,0.999230146408081,366.350406229496,206.96712428331375,0.997283399105072,514.551978468895,205.47818785905838,0.9949976801872253,328.27217984199524,212.93247592449188,0.9312829971313477,582.6018067598343,207.66671448946,0.9772152900695801,289.0115333199501,209.65078681707382,0.9155336022377014,435.4673083424568,335.8196758031845,0.9963385462760925,388.44808346033096,338.52001678943634,0.9945629239082336,438.56586891412735,424.80974566936493,0.9043794870376587,383.4027126431465,428.8076581954956,0.919197678565979,441.3266869187355,487.7280465364456,0.8010219931602478,392.03564816713333,501.1944341659546,0.8204487562179565,87.84037786767658,90.63166295529935,175.46405744195752,166.31829747221087
3,13.741500035393983,386.38068145513535,187.11456322669983,0.9987417459487915,393.1291633248329,176.11233401298523,0.9982680082321167,381.58703857660294,178.74721282720566,0.996551513671875,406.60086327791214,171.95872074365616,0.9987065196037292,380.51161485910416,176.59573769569397,0.9969099760055542,445.5896832346916,197.0945058465004,0.9991805553436279,366.3754023909569,205.80589079856873,0.9972314834594727,517.2631253004074,194.39695465564728,0.9950872659683228,320.7507973909378,200.12986356019974,0.9347551465034485,588.145548582077,187.00506752729416,0.9781760573387146,281.79837441444397,194.9006861448288,0.9201115965843201,435.12774592638016,334.00869143009186,0.9964890480041504,388.4302061200142,336.73849868774414,0.994709312915802,438.55425399541855,422.283518075943,0.9040560722351074,383.786326110363,426.0236233472824,0.9160129427909851,441.32253873348236,484.01746785640717,0.806952178478241,393.249086022377,495.24107110500336,0.8196279406547546,96.52502116137367,106.6529402806328,176.20190508650794,179.44559583496942
4,14.078399981372058,386.3785672187805,188.13090831041336,0.9987481832504272,392.91736501455307,176.76796609163284,0.9981598258018494,381.44835537672043,179.56228548288345,0.9965391159057617,406.4272817969322,171.9874782562256,0.9985275268554688,379.8251303434372,177.08450984954834,0.9968464374542236,445.2050795555115,197.19715523719788,0.9989815950393677,365.7340929508209,203.7386976480484,0.997093141078949,517.8290983438492,187.85823220014572,0.9950176477432251,314.155396938324,194.16111892461777,0.939608097076416,585.5834152698517,167.9187954068184,0.9791058301925659,268.6437296271324,178.6037871837616,0.9261144995689392,434.52272641658783,334.0837595462799,0.9961743950843811,388.0962638258934,336.0210839509964,0.9944369196891785,438.5212290883064,421.38074028491974,0.8996380567550659,383.8553733229637,422.92541229724884,0.9085330367088318,441.7411575317383,485.06254029273987,0.8098548054695129,394.03464525938034,490.8091870546341,0.817497730255127,101.78981199769751,110.11442955460744,170.92896554323937,171.6473090901491
5,13.649300031829625,386.3894060254097,188.46309000253677,0.9987757205963135,392.76642459630966,176.9600397348404,0.9981005191802979,381.35490077733994,179.96689629554749,0.9966184496879578,406.1989175081253,172.01125937700272,0.9984063506126404,379.5679696202278,177.43302315473557,0.9969111680984497,444.52782809734344,197.26972007751465,0.9988166689872742,365.2482735514641,202.85261338949203,0.997097909450531,517.2415547370911,181.94433343410492,0.9949529767036438,311.28702050447464,189.73312550783157,0.9445316791534424,581.9080160856247,149.77143269777298,0.9800564646720886,262.2340875864029,165.9794352054596,0.9321750402450562,433.988547205925,333.59830498695374,0.9960548877716064,387.6821411252022,335.3498440980911,0.9944547414779663,438.3706365823746,420.2181646823883,0.897348940372467,383.87180548906326,421.4223610162735,0.9042487144470215,441.7264114022255,484.25039315223694,0.8123319149017334,394.23597943782806,487.97225165367126,0.8176769018173218,106.3222861415691,113.27500660270671,165.4503665225451,167.82666500111412
6,13.631499954499304,386.38854962587357,189.2256692647934,0.9988237023353577,392.73602241277695,177.90354853868484,0.998120903968811,381.1754850745201,180.64475625753403,0.9967734813690186,406.17472422122955,172.8062605857849,0.9983950853347778,379.21542739868164,178.1622153520584,0.9970648288726807,443.72776359319687,197.31425124406815,0.9987261891365051,364.5341166257858,202.88906168937683,0.9971593022346497,516.3042789697647,179.02632808685303,0.9949876070022583,310.33986937999725,185.95919585227966,0.9489209651947021,564.0360817909241,136.72303181886673,0.9810977578163147,260.4872733950615,154.44927114248276,0.9376830458641052,433.330832362175,333.79078578948975,0.9961410164833069,387.3638281226158,335.47959220409393,0.9946787357330322,438.26990258693695,421.1153930425644,0.8961337804794312,383.8354085087776,422.08373856544495,0.9021032452583313,441.81652069091797,484.5797699689865,0.8120759725570679,394.3588460087776,488.4703130722046,0.8155115842819214,108.49947524069509,117.11791583069011,152.5934052914995,165.05298372948047
7,14.076200022827834,386.626548409462,191.03200900554657,0.9988936185836792,393.08364033699036,179.83898794651031,0.9982070326805115,381.21065098047256,182.4494372010231,0.9969900846481323,406.29132837057114,173.93959611654282,0.9984462261199951,379.13564842939377,179.61682975292206,0.9972743988037109,443.50512647628784,197.56495583057404,0.9986715912818909,363.4059708118439,203.06411004066467,0.997277557849884,511.33357548713684,177.8215737938881,0.9949842691421509,307.6672337651253,182.73366457223892,0.9531893134117126,545.3058210611343,127.23263043165207,0.9820940494537354,260.2275167107582,143.23144352436066,0.9428946375846863,432.52980440855026,333.85599160194397,0.9963127970695496,386.5313007235527,335.82281243801117,0.9949753284454346,438.2309899330139,421.7196778059006,0.8978868722915649,383.8122054338455,422.76809799671173,0.903917670249939,442.04330599308014,485.11332964897156,0.8140763640403748,394.43958842754364,489.90197575092316,0.8168782591819763,110.83313806533228,119.92045343358981,140.1118681839996,160.25565027684002
8,14.566400030162185,388.0219711661339,190.894524872303,0.9989783763885498,394.2148103117943,179.75417816638947,0.9983331561088562,382.0576836466789,182.4748017191887,0.9972251057624817,406.2712297439575,174.52979618310928,0.9985435605049133,379.25878262519836,180.1412358880043,0.9974923729896545,443.4332692027092,198.88059318065643,0.9986902475357056,363.05945014953613,203.8740102648735,0.9973475337028503,503.5503488779068,177.93188381195068,0.9951627850532532,308.2497460246086,183.92968755960464,0.9569967985153198,526.2592812776566,122.21693268418312,0.9832896590232849,263.43890792131424,141.31444692611694,0.9476513266563416,431.81781524419785,333.9032824039459,0.9965676069259644,386.23755568265915,336.75176906585693,0.9953305125236511,437.92027747631073,421.99247455596924,0.9003866910934448,383.9823613166809,424.41163432598114,0.9068042039871216,442.032681286335,485.54576301574707,0.8169577717781067,395.66415947675705,490.1001869440079,0.8180422186851501,114.12848555437797,119.89024321044353,131.3870515696339,156.4341992957512
9,14.764499966986477,389.80274695158005,191.20146268606186,0.9990407824516296,395.6328741312027,180.4712611436844,0.9984157681465149,383.570111989975,183.22578448057175,0.9973880052566528,406.30743938684464,176.20816725492477,0.998590886592865,379.63455468416214,181.28043752908707,0.9976364374160767,442.15562814474106,199.5171943306923,0.9987248778343201,362.91265791654587,204.37051844596863,0.9973767399787903,494.30144798755646,179.15847390890121,0.9953585863113403,308.90708619356155,186.2990381717682,0.9602715969085693,501.2910063266754,121.44930163025856,0.9844549894332886,267.1294814348221,141.9587539434433,0.9517962336540222,431.11907351017,334.24228024482727,0.9967913031578064,386.1579105257988,337.6602772474289,0.9956415295600891,437.2643021941185,422.23215568065643,0.9011005759239197,383.96186125278473,425.9057582616806,0.9082569479942322,440.2240725159645,486.3915385007858,0.8193708062171936,395.9210793375969,490.49196469783783,0.8193556070327759,116.00977993088517,118.39408670719388,118.23247223793382,151.7969076234214
