frame,inference_ms,angle,nose_x,left_eye_x,right_eye_x,left_ear_x,right_ear_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y,nose_conf,left_eye_conf,right_eye_conf,left_ear_conf,right_ear_conf,left_shoulder_conf,right_shoulder_conf,left_elbow_conf,right_elbow_conf,left_wrist_conf,right_wrist_conf,left_hip_conf,right_hip_conf,left_knee_conf,right_knee_conf,left_ankle_conf,right_ankle_conf
10,19.645300053525716,117.96117853763614,381.7047667503357,387.59307557344437,378.09734427928925,399.3329483270645,380.13694006204605,443.4926016330719,365.2927795648575,490.91535127162933,305.3990060687065,479.82524490356445,270.02057921886444,430.8755884170532,385.1412037014961,435.65783047676086,382.796515583992,438.92432564496994,384.4935515522957,191.73327308893204,181.72320067882538,182.26246058940887,173.97354114055634,178.3802114725113,198.96780067682266,202.78148114681244,179.09044814109802,186.55064755678177,125.95279294252396,146.85238683223724,337.0693533420563,336.45176804065704,431.9405230283737,438.5827091932297,514.3013453483582,518.7687578201294,0.9998927712440491,0.9997864365577698,0.9996030926704407,0.9998780488967896,0.999790370464325,0.999784529209137,0.9995866417884827,0.9995149970054626,0.9541258811950684,0.9979287385940552,0.9899348616600037,0.9966250061988831,0.997615396976471,0.9544550180435181,0.9497933387756348,0.710804283618927,0.8473364114761353
11,19.990300002973527,116.71440758577508,382.0265321135521,388.135470867157,378.14832681417465,399.5902428627014,379.9652319550514,442.2062360048294,365.1702073812485,472.4983721971512,307.3779580593109,454.6718806028366,280.3916578888893,430.2434317469597,384.9354001879692,434.58478862047195,382.8463205695152,438.5539863705635,384.12760132551193,192.50628769397736,182.8643627166748,183.80113077163696,174.73749268054962,179.7603458762169,200.9335659146309,204.4594148993492,188.83057391643524,192.8701222538948,136.3974853157997,154.56178283691406,339.46206283569336,339.0368980169296,433.65547811985016,440.69755506515503,514.1810071468353,520.9061934947968,0.999898374080658,0.999801754951477,0.9996303915977478,0.9998854994773865,0.9998056292533875,0.9997749328613281,0.9995999336242676,0.9993711113929749,0.9582321047782898,0.9977976083755493,0.9900650978088379,0.9967950582504272,0.9976720213890076,0.9507136940956116,0.9469015002250671,0.696636438369751,0.8267173767089844
12,19.54840001417324,93.86725545471641,382.54724979400635,389.11800199747086,378.17088758945465,400.07600873708725,379.8588510751724,442.30325001478195,365.3521387577057,461.90567338466644,314.1613649725914,435.33456641435623,287.8546981215477,429.97821551561356,384.9132943749428,433.14221036434174,382.5095146894455,437.9176012277603,384.80870658159256,191.49867391586304,182.55136275291443,183.72844529151917,174.79604822397232,179.80760651826859,203.20902860164642,206.21995675563812,203.63589745759964,209.28162902593613,150.52187258005142,175.46528244018555,340.9079610109329,339.7607669830322,433.8228055238724,440.1953617334366,509.69212079048157,508.33649134635925,0.9999046325683594,0.9998173713684082,0.9996591210365295,0.9998934864997864,0.9998204112052917,0.9997612237930298,0.9996134638786316,0.9991913437843323,0.961856484413147,0.9977293014526367,0.9905789494514465,0.996985673904419,0.9977664351463318,0.9476501941680908,0.9438291788101196,0.6812031865119934,0.8137315511703491
13,26.451499958056957,36.897417127674025,382.3928302526474,388.91407185792923,378.20064747333527,400.17462849617004,380.2571036219597,442.3531620502472,367.3982110619545,446.85686016082764,322.5503336787224,414.52820587158203,298.49184942245483,428.9590465426445,384.51145565509796,432.04366385936737,381.50145214796066,436.9037579894066,384.91308027505875,193.0267277956009,183.1550593972206,184.72206485271454,176.57699328660965,181.55184692144394,206.80073183774948,208.89819049835205,214.2308316230774,220.78047198057175,188.7660467028618,208.3555225133896,341.57344031333923,340.1045300960541,433.583335518837,439.96150147914886,504.49854719638824,502.72939467430115,0.99985271692276,0.9997753500938416,0.9995633363723755,0.9998646974563599,0.9997664093971252,0.9996768832206726,0.9995909333229065,0.9980441331863403,0.9609115719795227,0.9954109787940979,0.9885526299476624,0.9970883131027222,0.9977839589118958,0.94253009557724,0.9397042989730835,0.6649845242500305,0.8040007948875427
14,19.494100008159876,5.339000534383558,380.1191162467003,387.11456233263016,377.9906422495842,399.5075735449791,380.45150631666183,442.42068380117416,367.4666694998741,442.30643475055695,328.44442319869995,388.7525870203972,310.79766845703125,429.05488300323486,384.53969007730484,430.96224534511566,380.7144477367401,436.8266285061836,385.0430924296379,193.7330436706543,183.58714592456818,184.73854726552963,178.00315177440643,181.71884256601334,206.68960750102997,210.02134704589844,230.05774807929993,230.82946580648422,213.68736439943314,232.35727840662003,342.5377142429352,340.88977456092834,436.0273470878601,440.2632517814636,509.9821388721466,516.638017654419,0.9997830986976624,0.9997079968452454,0.9993780255317688,0.9998301863670349,0.9996140003204346,0.9996734857559204,0.9995599985122681,0.997603178024292,0.9500491619110107,0.9946603775024414,0.9756658673286438,0.9970327019691467,0.9976502656936646,0.9385481476783752,0.9356474280357361,0.6536166071891785,0.79216468334198
15,19.1010000417009,2.6086694489250677,380.86691361665726,387.74760216474533,378.0146481990814,400.6559517979622,380.2147921323776,441.9482188820839,366.05850780010223,436.6247590780258,330.698547065258,378.7991636991501,316.03559535741806,429.15660721063614,384.54490876197815,430.6555472612381,380.5510627627373,436.00146079063416,385.1841039657593,194.4654177427292,184.21246725320816,185.41960418224335,178.641366481781,182.12662017345428,207.48839378356934,212.20890855789185,245.45248752832413,248.01783257722855,245.86003893613815,258.7309635877609,343.48075556755066,341.9147906303406,436.7662960290909,440.3003183603287,512.4539880752563,519.8015551567078,0.999742329120636,0.9996434450149536,0.9992616772651672,0.9998141527175903,0.9994935989379883,0.9996939301490784,0.9995792508125305,0.9969866871833801,0.9392432570457458,0.993262529373169,0.966045618057251,0.9968972206115723,0.9975216388702393,0.9385436773300171,0.936707079410553,0.6504222750663757,0.7912725806236267
16,19.073800009209663,0.36847290851530046,380.9303942322731,387.8136787414551,377.98336285352707,400.67963659763336,379.8782003521919,441.36883783340454,365.81036603450775,437.09438717365265,335.3029791712761,385.0288815498352,323.3247864842415,429.0680233836174,384.5640171766281,429.86784702539444,380.0102196931839,433.92892038822174,384.61328691244125,195.50010007619858,185.08784472942352,186.57154840230942,179.54691898822784,183.0262160897255,209.59812754392624,213.51260256767273,260.18946862220764,256.6143684387207,280.28410851955414,287.1570484638214,344.8159667253494,343.09452724456787,438.54271709918976,440.5113173723221,513.4037852287292,522.3082089424133,0.9996462464332581,0.9994562268257141,0.9989144802093506,0.9997248649597168,0.9991599917411804,0.9997061491012573,0.9995983242988586,0.9962864518165588,0.935954749584198,0.9922581315040588,0.9599816799163818,0.996338427066803,0.9972259402275085,0.9316149353981018,0.93416428565979,0.6298739314079285,0.777564287185669
17,18.602500029373914,3.9156918198857387,381.0109760761261,387.864848613739,377.83180689811707,400.6972998380661,379.3874298930168,441.0198282599449,364.9235643148422,439.34281063079834,341.21299237012863,396.03939628601074,330.1169179677963,428.20099914073944,383.2059816122055,429.568481862545,378.59057688713074,434.1770353913307,383.006092607975,195.5548705458641,185.44091218709946,186.84099739789963,179.93073451519012,183.3432424068451,210.49366694688797,213.49296844005585,269.73014664649963,268.61229825019836,301.86898171901703,313.78354942798615,342.71915650367737,342.3598610162735,438.3183572292328,440.4335047006607,515.6887633800507,522.6175293922424,0.9996407628059387,0.9994228482246399,0.998859167098999,0.9996926784515381,0.9990587830543518,0.9997294545173645,0.9996256828308105,0.9960989356040955,0.9374813437461853,0.992061972618103,0.9590767025947571,0.9959384799003601,0.9969803690910339,0.9320650100708008,0.9355559349060059,0.6358212232589722,0.7791804075241089
18,19.88759997766465,5.068802005806527,380.82224702835083,387.4095384478569,377.38093930482864,400.52858912944794,378.6704093813896,440.76668190956116,363.8058558702469,440.2936817407608,345.8439728617668,409.92813605070114,337.195060133934,428.301411986351,383.2781600356102,429.768237054348,378.62164813280106,435.72853696346283,383.0723565220833,196.1137193441391,186.24135726690292,187.50364166498184,180.68966442346573,183.88924306631088,213.16224950551987,214.3398598432541,275.3756067752838,275.2528557777405,320.3377891778946,329.1373165845871,342.5147625207901,342.881236076355,438.21979451179504,440.9237245321274,517.5867290496826,525.1057856082916,0.9996406435966492,0.9993935823440552,0.998833417892456,0.9996529817581177,0.998943567276001,0.9997483491897583,0.9996522665023804,0.9955672025680542,0.9379614591598511,0.991165816783905,0.9585258960723877,0.9954421520233154,0.9967320561408997,0.930354654788971,0.9341235756874084,0.6382033228874207,0.7776696085929871
19,20.452699973247945,7.798032798751046,380.76682192087173,387.25196093320847,376.95854699611664,400.3504580259323,377.15725845098495,440.3871095776558,360.80139219760895,443.14525133371353,345.90097695589066,416.3191781640053,339.92855364084244,428.37185084819794,382.996377825737,429.94711750745773,378.10561388731,435.7483412027359,382.8172029852867,196.6388040781021,186.55759942531586,188.0647675395012,181.00830429792404,184.3793724179268,215.23879224061966,218.1162022948265,280.598224401474,281.10090029239655,338.5892037153244,341.8595074415207,342.783940076828,344.2759829759598,438.19823014736176,441.62765777111053,516.6229376792908,524.0749788284302,0.9996445178985596,0.9993776082992554,0.998831570148468,0.9996204972267151,0.9988543391227722,0.9997669458389282,0.9996747374534607,0.9956103563308716,0.9404740929603577,0.991044819355011,0.9587286114692688,0.9952065348625183,0.996573269367218,0.9256173968315125,0.9267318844795227,0.6355805993080139,0.7669258117675781
20,19.347299996297807,10.600207268355819,379.1784416437149,385.2538470029831,374.7615075111389,399.1582428216934,374.7467346191406,440.4238277077675,357.8541467189789,446.1352365016937,345.46817404031754,436.1081360578537,338.7181667089462,427.54601407051086,381.0032952427864,429.7264340519905,378.3106145262718,436.43656527996063,383.42291831970215,196.9660546183586,186.66232985258102,188.26807576417923,181.05913889408112,184.50480765104294,216.833258330822,221.75617653131485,284.3860125541687,287.4887475967407,344.81255865097046,348.55785143375397,344.33244240283966,346.48332941532135,438.1409865617752,443.2193491458893,516.5696752071381,524.8667981624603,0.9996631145477295,0.9993935227394104,0.9988813996315002,0.9996176958084106,0.9988630414009094,0.9997847676277161,0.9996988773345947,0.9957501292228699,0.9432877898216248,0.9911234974861145,0.9593425393104553,0.9950653910636902,0.9965095520019531,0.921095609664917,0.9233545660972595,0.6329344511032104,0.7613039016723633
21,18.427799979690462,17.874157453052938,378.2330300807953,384.1421601176262,373.36300706863403,398.1455771327019,372.52692025899887,440.4652292728424,355.74660098552704,454.107031583786,344.85515254735947,461.57440733909607,333.1072778105736,427.63631069660187,381.01129722595215,429.52609008550644,378.4277004003525,436.5184049606323,383.4975321292877,197.25548458099365,186.70624274015427,188.3799842596054,181.3097831606865,184.71757102012634,217.471171438694,223.32429790496826,281.1794971227646,287.20026767253876,338.7838861942291,350.42704451084137,344.033527135849,346.19210493564606,438.12270963191986,442.9710121154785,516.1096756458282,524.012246131897,0.9996901750564575,0.9994332790374756,0.9989725947380066,0.9996360540390015,0.9989529848098755,0.9998016953468323,0.9997267723083496,0.9956609010696411,0.9471410512924194,0.9897058606147766,0.9600410461425781,0.9948550462722778,0.9964233636856079,0.9191362857818604,0.9233285784721375,0.6342903971672058,0.7592131495475769
22,17.82370003638789,26.139731723371746,376.9962821006775,382.27130180597305,371.6964535713196,395.631616294384,370.9158453941345,439.3470123410225,355.29589396715164,460.8705539703369,346.6951804757118,479.5894674062729,330.33562099933624,427.54464918375015,380.4416844844818,429.1383284330368,378.4433832168579,436.5750076174736,383.52539187669754,197.80353611707687,187.050111413002,188.78678166866302,181.35894387960434,185.02508187294006,216.5510215163231,222.8239141702652,273.3781132698059,282.39346528053284,323.7530416250229,335.04236340522766,341.51634752750397,344.56205010414124,436.8299335241318,440.6333746910095,503.8647358417511,514.1051850318909,0.9997158646583557,0.9994708895683289,0.9990516901016235,0.9996572136878967,0.9990190863609314,0.9998185038566589,0.9997515082359314,0.9958681464195251,0.9499686360359192,0.9900656938552856,0.9617856740951538,0.9945735335350037,0.9963895678520203,0.9199933409690857,0.9268984794616699,0.6384038329124451,0.7681704759597778
23,17.96739996643737,33.754486950599016,375.11123967170715,379.9773821234703,369.6177577972412,393.6982943415642,369.342184484005,437.1700447201729,354.98207706213,466.7725384235382,347.1649423837662,494.52379071712494,329.6164059638977,427.28205567598343,379.68995302915573,428.5669226050377,378.51467847824097,436.59462451934814,383.4160135984421,198.1006116271019,187.15853643417358,188.95340031385422,181.30578696727753,185.06923604011536,216.4915008544922,221.78240060806274,269.54662334918976,278.8243669271469,315.57562351226807,324.9488534927368,339.52639400959015,342.62222242355347,435.5913246870041,439.3358634710312,500.5253356695175,510.38151693344116,0.999740719795227,0.9995104670524597,0.9991248846054077,0.9996829032897949,0.9990791082382202,0.9998350739479065,0.9997729063034058,0.9961349964141846,0.9514961242675781,0.9907649159431458,0.9642438888549805,0.9946038722991943,0.9964117407798767,0.9227798581123352,0.9303392171859741,0.6422619819641113,0.7771608829498291
24,18.220000027213246,44.05834572437285,373.3052803874016,378.01098173856735,367.97759211063385,392.2211657166481,368.4609761238098,435.6533879041672,354.940193772316,475.7843772172928,345.8122057914734,516.6203439235687,324.85147923231125,426.38770693540573,379.0680196285248,428.65874469280243,378.5212352871895,437.254614174366,383.3973066210747,198.010855615139,187.1108083128929,188.96609765291214,181.26078832149506,185.15986669063568,214.81750297546387,219.22038823366165,263.02124667167664,276.47786247730255,307.1884731054306,320.3240965604782,338.62509405612946,341.09787821769714,434.4461815357208,438.31763339042664,501.948402762413,507.61198902130127,0.9997602105140686,0.999535858631134,0.9991663694381714,0.9997003078460693,0.9990924596786499,0.9998499155044556,0.9997901320457458,0.9963741302490234,0.9525827765464783,0.9914067387580872,0.9662871956825256,0.9946970343589783,0.996414840221405,0.9237329959869385,0.9329885840415955,0.6465460062026978,0.7834834456443787
25,18.83119996637106,55.35350841462469,371.82395005226135,376.44722294807434,366.77501982450485,390.52434384822845,367.7502447962761,433.88061410188675,355.2667228579521,483.5660516023636,345.36446940898895,532.5822931528091,313.6679450273514,425.5267310142517,379.1166203022003,428.3328846693039,378.3486440181732,436.73967719078064,383.47379380464554,197.53975719213486,187.02444529533386,188.93041843175888,180.99215364456177,185.14765191078186,211.66663265228271,216.6116731762886,251.09250378608704,269.65737068653107,289.5901119709015,293.1535402536392,337.9119921922684,340.2313828468323,429.66145622730255,435.12263906002045,496.462850689888,503.4783868789673,0.9997711777687073,0.9995405077934265,0.9991641640663147,0.9997049570083618,0.9990526437759399,0.9998620748519897,0.9997951984405518,0.9965874552726746,0.951846182346344,0.9920220375061035,0.9679322242736816,0.9946120381355286,0.996311604976654,0.9267931580543518,0.9363495111465454,0.655631422996521,0.7939623594284058
26,18.09630001662299,67.66936421336491,370.2108144760132,375.0412290096283,365.11729794740677,389.3106116056442,366.2330527305603,432.20017087459564,355.07812762260437,485.79033529758453,342.08162236213684,538.1432700157166,305.0757420063019,423.9320883154869,378.21788251399994,427.9337221980095,377.99741315841675,436.5621348619461,383.49456149339676,197.087282538414,186.89356619119644,188.80885875225067,180.3226329088211,185.0795356631279,208.3727589249611,213.7671977877617,234.51664036512375,256.3137642145157,262.04068636894226,270.9153723716736,337.11055183410645,338.5766270160675,426.8044946193695,432.5249625444412,492.71282279491425,501.1984454393387,0.9997701644897461,0.999531090259552,0.9991238713264465,0.9997076392173767,0.9990422129631042,0.9998725652694702,0.9997798204421997,0.9968394041061401,0.9484763741493225,0.9925887584686279,0.9694072604179382,0.9944918155670166,0.9962359666824341,0.929990291595459,0.9391733407974243,0.6626644730567932,0.8043356537818909
27,18.498999997973442,75.62985336918007,369.11887830495834,373.9581244587898,364.08161652088165,388.26559007167816,365.68974751234055,430.26965898275375,354.61810725927353,488.8445236682892,332.8412587046623,548.3292860984802,291.9453440308571,423.0248668193817,377.7230173945427,427.97092205286026,377.36560440063477,436.80420154333115,383.3672523498535,196.09349709749222,186.30763375759125,188.39408403635025,179.48477441072464,184.74765557050705,204.38279354572296,211.5123645067215,222.84223634004593,239.854800760746,240.87271416187286,247.95151084661484,337.2214801311493,338.4957078695297,427.4255483150482,432.45839953422546,494.9537070989609,501.31923604011536,0.9997826814651489,0.9995574951171875,0.9991644024848938,0.9997279047966003,0.9991150498390198,0.9998835325241089,0.999772846698761,0.9971038699150085,0.9494168758392334,0.9931948184967041,0.971579909324646,0.9946468472480774,0.9963833093643188,0.9335574507713318,0.941959798336029,0.6698939204216003,0.8146335482597351
28,18.31690000835806,83.82060257139382,368.29625302553177,373.5232340693474,363.28711861371994,387.6417297720909,364.5154096484184,428.77941673994064,353.7711816430092,489.5234879255295,322.39353227615356,552.8355534076691,282.2861207127571,422.31889921426773,377.7952761054039,427.80630600452423,376.125885784626,437.07064884901047,383.0042727589607,195.26836609840393,185.75526934862137,187.92500633001328,179.04353433847427,184.30035334825516,200.05334776639938,207.44283717870712,209.56676119565964,223.63122063875198,218.17131960391998,225.73938608169556,335.9565416574478,337.00526344776154,424.10596323013306,429.0484552383423,490.9388145208359,499.82037699222565,0.9997937679290771,0.9995821118354797,0.9991916418075562,0.9997475147247314,0.9991753101348877,0.9998940825462341,0.9997563362121582,0.9973751306533813,0.9501625895500183,0.993826687335968,0.9731314778327942,0.9949545860290527,0.9966029524803162,0.9368763566017151,0.9441356062889099,0.6775097846984863,0.8242291212081909
29,17.965600010938942,92.31209731875617,367.56697529554367,373.469280898571,362.54231864213943,387.67218548059464,363.46589201688766,427.3069180250168,353.18224638700485,490.5412652492523,314.4353057742119,552.5442705154419,274.67034697532654,421.0805722475052,377.39316976070404,427.18803906440735,374.98296707868576,437.4436376094818,382.3659071922302,194.13837832212448,184.94485640525818,187.19160681962967,178.55833613872528,183.66586339473724,196.90932375192642,202.51156467199326,197.2145575284958,208.08044868707657,197.19287252426147,206.3852332830429,334.62540209293365,335.2469081878662,421.04240596294403,427.5452833175659,489.0491428375244,497.8702949285507,0.9998087882995605,0.9996150732040405,0.9992432594299316,0.9997696280479431,0.9992430806159973,0.9999038577079773,0.9997426867485046,0.9976239204406738,0.950778067111969,0.9944098591804504,0.9744130969047546,0.995295524597168,0.9968432784080505,0.939163088798523,0.9454956650733948,0.6877692937850952,0.8322228789329529
