frame,inference_ms,angle,nose_x,left_eye_x,right_eye_x,left_ear_x,right_ear_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y,nose_conf,left_eye_conf,right_eye_conf,left_ear_conf,right_ear_conf,left_shoulder_conf,right_shoulder_conf,left_elbow_conf,right_elbow_conf,left_wrist_conf,right_wrist_conf,left_hip_conf,right_hip_conf,left_knee_conf,right_knee_conf,left_ankle_conf,right_ankle_conf
10,15.175400010775775,114.83779985146032,389.25275111198425,393.8255767226219,384.2287635207176,408.6131613254547,379.4899569749832,442.5951752066612,358.48199462890625,490.3729292154312,310.15427154302597,469.0978772640228,280.6823787689209,428.5797953605652,384.05234521627426,429.07404494285583,374.3603646159172,431.83721804618835,391.9231119155884,195.37902295589447,195.6127324104309,195.26461118459702,206.9078449010849,206.2666745185852,219.91284561157227,219.9398990869522,207.0396740436554,217.30109947919846,163.21621072292328,191.81224691867828,301.4075947999954,301.76821732521057,359.03617215156555,353.6256580352783,382.82199788093567,383.0957295894623,0.46993979811668396,0.5651670694351196,0.5610780119895935,0.5245465040206909,0.6285374164581299,0.6409720182418823,0.5809463858604431,0.5377336144447327,0.614818811416626,0.5114302635192871,0.6997185349464417,0.6920070648193359,0.7654087543487549,0.38931339979171753,0.4336506426334381,0.3999963402748108,0.38328397274017334
11,18.9319999772124,116.11883087120518,390.60305231809616,393.75610131025314,382.92382472753525,406.7477893233299,375.5421959757805,441.065538585186,355.366091966629,478.52646148204803,308.1336236000061,447.08589351177216,281.38093316555023,428.49498504400253,383.39281052351,426.9743138551712,374.2547330856323,428.29707646369934,385.7328419685364,194.1533225774765,193.83700501918793,194.34618037939072,205.3997267484665,207.2346732020378,221.7802290916443,224.63774865865707,210.15227138996124,220.83904260396957,177.32922768592834,194.06911599636078,302.28974318504333,302.80620217323303,362.15694284439087,359.160702586174,383.63272750377655,386.44631910324097,0.4121885895729065,0.5365500450134277,0.5420599579811096,0.4685857594013214,0.5716861486434937,0.6732782125473022,0.6260004639625549,0.5713444948196411,0.5120657086372375,0.4414776563644409,0.5722535848617554,0.6336230039596558,0.7298531532287598,0.3902188539505005,0.45971155166625977,0.41836363077163696,0.42371779680252075
12,16.0782000166364,105.72713589885365,389.4465650320053,398.5706992149353,385.491872549057,410.620508313179,380.623401761055,439.64862555265427,360.48358768224716,463.7495015859604,307.30933904647827,428.96260595321655,282.5930061340332,425.70630729198456,383.9708534479141,424.09691846370697,381.0380597114563,428.85619831085205,388.81756633520126,201.75402212142944,197.445416867733,196.86621010303497,205.46440476179123,204.99868988990784,220.89894026517868,225.5344642996788,218.82114589214325,229.73116105794907,198.31271147727966,208.74007695913315,293.98912167549133,294.78781747817993,361.56912541389465,357.13084745407104,384.2371027469635,384.69867062568665,0.28827452659606934,0.558728814125061,0.5317838191986084,0.4776962399482727,0.6579516530036926,0.6962183117866516,0.6922739148139954,0.535515308380127,0.6299830079078674,0.42151975631713867,0.5501821637153625,0.5987552404403687,0.6825788617134094,0.3923693597316742,0.4884093701839447,0.40606245398521423,0.45733046531677246
13,18.078099994454533,67.40475769886382,389.7611848115921,396.0724747180939,382.3953459262848,411.9272937178612,375.4996971487999,439.717779815197,361.6007876396179,463.4677996635437,314.0364109277725,449.31558322906494,307.0851229429245,429.7384504079819,384.637373149395,424.7542586326599,377.21990942955017,431.0681445002556,386.2054674625397,205.6880106329918,202.35538136959076,202.82136768102646,207.83980244398117,207.66178333759308,223.85545986890793,226.4896148443222,238.16745710372925,238.16263151168823,225.8746685385704,225.18902730941772,290.8018181324005,291.37455558776855,352.9442241191864,350.2684634923935,386.890816450119,386.9966175556183,0.519660472869873,0.4563180208206177,0.4844825863838196,0.5834001302719116,0.5296149253845215,0.65256667137146,0.624179482460022,0.352980375289917,0.47166872024536133,0.27120155096054077,0.4938834011554718,0.6255493760108948,0.6588724851608276,0.5152191519737244,0.5457542538642883,0.34503722190856934,0.4379234313964844
14,17.19669997692108,20.113889394404595,388.313039958477,395.8844682574272,380.3015561103821,413.6271665096283,374.4100625514984,445.5875154733658,358.8093265891075,448.4589160680771,324.8768768310547,386.7790142893791,338.42800784111023,431.76311272382736,385.86676144599915,426.0076796412468,375.33374297618866,428.57248920202255,390.95816373825073,208.2984146475792,204.13668835163116,205.3721605539322,207.58463418483734,208.83423632383347,222.08755898475647,227.9190909266472,240.02969831228256,240.22688406705856,227.59063398838043,233.44385093450546,293.0653223991394,292.27992713451385,358.3237941265106,354.0631582736969,384.10732448101044,385.32747542858124,0.4660811424255371,0.49323633313179016,0.5130710601806641,0.5738533139228821,0.49012184143066406,0.639918863773346,0.6053490042686462,0.43728944659233093,0.5163849592208862,0.26855388283729553,0.38664373755455017,0.6228377819061279,0.6326941251754761,0.41946128010749817,0.5410929918289185,0.358077734708786,0.4685877859592438
15,16.18520001647994,19.80647531383765,385.05690187215805,393.3200868964195,378.7236399650574,409.65973508358,374.55680125951767,441.07817047834396,361.37207543849945,445.008642911911,328.2214916944504,379.1963457465172,336.87797820568085,428.9692965745926,386.05436646938324,422.39370036125183,373.06396305561066,429.33465802669525,387.2658774256706,207.16909039020538,203.24451178312302,204.42540955543518,204.9614725112915,206.19854319095612,221.01383459568024,226.4620486497879,244.19701927900314,252.78327059745789,239.26892864704132,248.6967632174492,288.41972494125366,287.37127459049225,350.1530112028122,348.9105418920517,384.67822217941284,385.0019590854645,0.5230523943901062,0.40259644389152527,0.4954838454723358,0.422275573015213,0.5477898120880127,0.6075407862663269,0.6262085437774658,0.5554097294807434,0.5305026173591614,0.2218276709318161,0.4629034101963043,0.6334740519523621,0.6674854755401611,0.5076314806938171,0.47945746779441833,0.4337662160396576,0.5200555324554443
16,16.032799961976707,22.869887317878955,379.2601475119591,386.39821088314056,374.1592445373535,406.80482017993927,372.62615555524826,438.85099643468857,360.6714335680008,446.4251812696457,335.0283960700035,411.32877749204636,332.39261239767075,428.6906455755234,382.8701124191284,425.5561697483063,374.6826652288437,432.71470642089844,383.21272575855255,209.31744396686554,205.63093292713165,206.2876507639885,205.64670658111572,206.31408596038818,221.28231847286224,223.9380830526352,252.58457684516907,260.44329476356506,256.10451447963715,268.58247005939484,283.54922473430634,282.22861099243164,341.2896955013275,342.38703513145447,383.4297208786011,381.79456901550293,0.48042646050453186,0.3272193670272827,0.44430434703826904,0.369075745344162,0.49667608737945557,0.63644939661026,0.5778675675392151,0.4883778393268585,0.4491356611251831,0.21327179670333862,0.33980339765548706,0.5923071503639221,0.6297011971473694,0.5898200273513794,0.5338723063468933,0.5369774103164673,0.5541719794273376
17,16.295599984005094,23.120666687145913,380.7634230852127,387.98827719688416,374.07240027189255,407.2746088504791,374.53873658180237,434.18894469738007,358.290134370327,445.585508286953,334.9535413980484,413.3355624675751,329.37024462223053,429.6807504892349,379.01042675971985,423.17074912786484,367.70164412260056,430.1493348479271,381.79484927654266,209.36107033491135,204.86097955703735,205.05555647611618,205.8865385055542,206.1117126941681,226.8933962583542,229.5560523867607,259.7910556793213,263.9240244626999,278.25552010536194,281.55173122882843,291.14898931980133,289.4834965467453,343.639034986496,344.23080337047577,384.6223659515381,382.6079225540161,0.5055309534072876,0.3394063711166382,0.4235790967941284,0.5353345274925232,0.49937206506729126,0.6023386716842651,0.5418382287025452,0.5050880312919617,0.3693077266216278,0.23925654590129852,0.27007871866226196,0.6128038167953491,0.6292032599449158,0.5162783861160278,0.4402163028717041,0.4556238651275635,0.42687639594078064
18,16.2710000295192,28.7093158429281,381.59482645988464,389.75749158859253,374.3249310851097,409.34075301885605,373.37079495191574,434.9701951742172,360.7154846191406,446.9216253757477,345.106746673584,415.42330396175385,338.76914924383163,427.4374386668205,377.199569940567,415.4096283316612,371.44989079236984,430.07782548666,382.8589257001877,210.25976145267487,205.52893197536469,205.66480255126953,206.327476978302,207.30776584148407,228.56371462345123,231.68454563617706,257.82854771614075,267.1432673931122,291.22282087802887,297.5775525569916,294.7316596508026,293.13043773174286,346.82926404476166,344.4878867864609,386.2125794887543,383.11509227752686,0.4574439823627472,0.38703665137290955,0.447893351316452,0.5545631647109985,0.4731798768043518,0.610647439956665,0.5399478673934937,0.47426989674568176,0.5730518102645874,0.3046417534351349,0.32948964834213257,0.5831255912780762,0.6101648211479187,0.39486441016197205,0.4981265366077423,0.4288821518421173,0.43591126799583435
19,16.39699999941513,27.5695190859656,383.25324416160583,390.1054574251175,375.51101768016815,407.57836306095123,373.2750655412674,435.54154747724533,360.1395559310913,448.17164754867554,349.8030008673668,424.203352868557,354.0138906240463,428.1644951105118,378.14439272880554,425.8555616736412,374.8954002261162,430.88725686073303,386.0039459466934,212.792835354805,206.72025001049042,206.9356825351715,207.720836520195,208.97986364364624,227.5851599574089,230.0775330066681,260.32509791851044,266.0485215187073,297.119935631752,299.4039486646652,292.5911476612091,291.16467249393463,349.68887972831726,348.1472237110138,387.9537134170532,386.5341147184372,0.47864341735839844,0.4294385015964508,0.45145952701568604,0.5555210113525391,0.4846486747264862,0.6384758353233337,0.5362880229949951,0.5700474977493286,0.5400846004486084,0.4555456340312958,0.3311487138271332,0.5631270408630371,0.6079332828521729,0.4192999303340912,0.4588052034378052,0.27113834023475647,0.39060306549072266
20,15.580800012685359,35.01599334542364,384.3125836253166,391.17943596839905,374.90361630916595,408.744083404541,370.1308214068413,438.74836230278015,354.78465020656586,454.029580950737,352.22401559352875,436.83259654045105,340.00975102186203,424.74031537771225,378.0564779639244,428.9726418852806,375.8524267077446,433.91875064373016,388.01006186008453,215.62983107566833,208.0103418827057,208.52303087711334,207.479647397995,209.74440330266953,228.91194140911102,230.82326793670654,265.70252656936646,269.2701470851898,305.62124145030975,304.01196682453156,292.30701076984406,292.64513397216797,349.7799024581909,348.91521668434143,387.88778376579285,386.2867126464844,0.531775951385498,0.42298829555511475,0.4253942668437958,0.5577552318572998,0.5306810140609741,0.6693484783172607,0.488462895154953,0.5968984365463257,0.575725793838501,0.46464216709136963,0.3388131260871887,0.49062037467956543,0.6297138333320618,0.4099736213684082,0.4481106102466583,0.36761242151260376,0.38587015867233276
21,15.870500006712973,50.030949713173946,381.0179075598717,384.9745804667473,375.7964128255844,395.5150656700134,371.04706186056137,418.69325149059296,369.51549834012985,455.45109713077545,350.64288794994354,454.126300573349,340.1953488588333,419.95389837026596,384.79112362861633,426.3545214533806,387.43169778585434,426.6177304983139,401.69377422332764,209.14112889766693,205.06207102537155,204.5330051779747,207.59193289279938,206.82888615131378,229.5098021030426,232.5818041563034,259.1544997692108,265.7154350280762,293.2142823934555,297.749373793602,296.17439103126526,295.9796783924103,347.59086310863495,348.96896171569824,387.60753750801086,388.84883058071136,0.27485859394073486,0.3527381420135498,0.3842039704322815,0.5211817622184753,0.5280393958091736,0.4683965742588043,0.46793246269226074,0.4340166449546814,0.3354368805885315,0.34098902344703674,0.2359829694032669,0.46370309591293335,0.46344518661499023,0.36812323331832886,0.3176601827144623,0.4019627571105957,0.32656827569007874
22,15.435100009199232,44.86496872155235,375.59617590904236,372.9874491095543,376.0876421928406,376.99614828824997,383.6194352507591,369.577721118927,414.2121676802635,347.8659321665764,459.35408449172974,329.8091493844986,469.70030081272125,381.72457098960876,419.9786269068718,380.3086749315262,420.2043684720993,402.5672749876976,423.0007538199425,210.26858323812485,205.42810726165771,204.89696037769318,207.64540648460388,205.58231508731842,229.81577479839325,227.3001333475113,262.3262106180191,258.5996471643448,294.0663311481476,284.08875608444214,291.56697607040405,292.25124502182007,349.2154288291931,348.59413385391235,388.6858763694763,386.2548335790634,0.30978941917419434,0.337790310382843,0.32023608684539795,0.3935481905937195,0.34441253542900085,0.44202929735183716,0.5142972469329834,0.40679922699928284,0.5206893682479858,0.22107098996639252,0.3792174458503723,0.3466736376285553,0.34917503595352173,0.30038315057754517,0.3896753489971161,0.345791757106781,0.3778066337108612
23,16.804800019599497,57.12281885878439,379.32898062467575,385.9547029733658,372.3685933947563,394.0629332065582,368.98420947790146,414.49295967817307,358.4655892252922,463.8881847858429,345.4603058695793,495.99273002147675,318.0110146999359,418.8065103292465,379.9024739265442,422.2310379743576,378.63066709041595,426.30980134010315,392.86830937862396,210.27656054496765,204.92736160755157,205.0386518239975,206.27554154396057,207.25715744495392,224.11828875541687,228.6655496954918,251.63327169418335,261.7135715484619,283.493066906929,284.5584671497345,289.7943551540375,289.9493169784546,344.0468578338623,344.33446311950684,387.04417979717255,388.9612367153168,0.41434821486473083,0.4151143729686737,0.3790424168109894,0.5082336664199829,0.5619412660598755,0.5442212820053101,0.5285390019416809,0.3443129360675812,0.45103132724761963,0.5129067301750183,0.33548852801322937,0.5298561453819275,0.5368168354034424,0.480723112821579,0.4266127347946167,0.29661062359809875,0.33679822087287903
24,15.317500045057386,50.42025148713354,370.17449778318405,367.9167342185974,378.166712641716,364.76325702667236,396.621480345726,350.86161774396896,427.6642774939537,331.66908860206604,479.5475573539734,312.479155421257,518.8941917419434,373.4483793973923,425.4589148759842,367.04253762960434,424.5756725668907,388.7907235622406,425.8239016532898,209.44123548269272,206.16900151968002,205.0056266784668,208.93474435806274,205.68113416433334,228.47355145215988,223.3553626537323,261.6250219345093,251.36361157894135,273.81811678409576,275.7735974788666,289.36288690567017,288.1297068595886,346.53782844543457,344.83931052684784,389.71731650829315,386.72282552719116,0.3113347887992859,0.4837448000907898,0.361716628074646,0.6350335478782654,0.5941916704177856,0.5978426337242126,0.5583543181419373,0.5114148259162903,0.5772178173065186,0.4024348258972168,0.5027421116828918,0.5902564525604248,0.6114488244056702,0.4207206070423126,0.5364490747451782,0.43204164505004883,0.42356500029563904
25,14.81449999846518,56.278920579818006,375.0784823894501,365.1098847389221,376.88577979803085,359.6127631664276,397.13748782873154,352.3802282214165,430.4729200601578,327.77255100011826,486.0047028064728,332.9087001681328,534.0740340948105,375.50984013080597,427.3004950284958,367.559508562088,427.3000935912132,387.2791516184807,429.00783455371857,208.91446179151535,207.79141080379486,205.68377315998077,210.463552236557,205.46414840221405,228.935586810112,223.06796848773956,262.76892852783203,246.94857186079025,269.35130751132965,270.7700617313385,291.6319406032562,289.79755210876465,348.5875891447067,348.8175587654114,389.3600718975067,387.65681886672974,0.41422000527381897,0.5316246747970581,0.3635253608226776,0.6190118193626404,0.6055125594139099,0.6608631014823914,0.618507444858551,0.5654882788658142,0.6826412677764893,0.34903377294540405,0.40381044149398804,0.6370578408241272,0.5742362141609192,0.5036213397979736,0.49679964780807495,0.415263831615448,0.35293281078338623
26,15.90800000121817,60.084786568959146,374.6860373020172,371.39007663726807,381.1451631784439,360.669426381588,398.1160313487053,349.70604038238525,429.8520303964615,329.31096571683884,480.63443541526794,327.37922275066376,514.545608997345,373.9135113954544,426.5552133321762,368.449147105217,421.366422355175,388.3115144968033,421.97403782606125,208.26989841461182,205.9622701406479,203.9099760055542,209.36036157608032,204.27397644519806,228.29004323482513,221.02271670103073,254.0094836950302,236.71210378408432,251.13726115226746,246.23913443088531,289.21054899692535,287.72309041023254,343.86034870147705,344.484961271286,387.9123339653015,385.2599472999573,0.3972994089126587,0.4886282682418823,0.37664586305618286,0.6367741227149963,0.644199788570404,0.6788673400878906,0.527332603931427,0.5189973711967468,0.6634647250175476,0.2967226505279541,0.35856422781944275,0.6256610751152039,0.6599105596542358,0.5335863828659058,0.6016625761985779,0.4552582800388336,0.47544339299201965
27,15.535900020040572,62.96264878832993,372.0478985309601,371.14370119571686,377.81829184293747,363.89973866939545,393.4598941206932,348.0393530726433,430.24000614881516,328.6441516280174,493.18197321891785,334.6422669291496,543.5474722385406,372.96207827329636,424.129515171051,372.563129901886,422.7551812529564,396.0616091489792,426.64773124456406,210.23074758052826,207.25881624221802,205.6606706380844,209.16625213623047,205.34533327817917,226.74132978916168,220.42928951978683,249.26245832443237,231.3875606060028,243.12688392400742,241.27628445625305,287.7285795211792,286.83753395080566,344.38172376155853,343.65562295913696,386.4802188873291,384.75482845306396,0.3729683756828308,0.4845128059387207,0.3816494941711426,0.6404010057449341,0.5036813616752625,0.5920184254646301,0.4858255684375763,0.4100032150745392,0.3401946723461151,0.3386898636817932,0.4976491928100586,0.5665286779403687,0.6072376370429993,0.5359221696853638,0.5623978972434998,0.37798452377319336,0.43254372477531433
28,14.935099985450506,,369.2449028491974,370.03209459781647,372.0493704676628,368.66819804906845,386.0733410716057,353.4687387943268,417.43201583623886,342.14173090457916,491.7082166671753,332.9409489631653,549.3293466567993,377.679983317852,421.6454747915268,377.6709911227226,414.8496233224869,401.30818033218384,417.18376702070236,210.65947127342224,207.88614320755005,206.40800404548645,209.39507567882538,206.71091550588608,225.0279580950737,220.69435024261475,252.60828256607056,225.7092261314392,237.71902388334274,230.673433303833,288.12575590610504,287.4605178833008,345.17652893066406,344.57725071907043,387.37319469451904,385.5199863910675,0.31348153948783875,0.489065557718277,0.36176052689552307,0.5840859413146973,0.3780803382396698,0.5254483222961426,0.4660773277282715,0.26878494024276733,0.5166842937469482,0.21519538760185242,0.4508676528930664,0.5878480672836304,0.5995040535926819,0.5152317881584167,0.5726443529129028,0.39622390270233154,0.5099886059761047
29,15.118999988771975,,373.8277643918991,370.44391572475433,370.64979952573776,374.61024594306946,375.24462389945984,369.41101759672165,399.8488219976425,360.7429696917534,486.6387596130371,354.1006546020508,546.690190911293,387.85296607017517,414.18976747989655,380.60308903455734,404.66780894994736,403.7696866989136,414.66373109817505,209.4948598742485,207.14770698547363,206.77877539396286,207.54889464378357,206.70951306819916,220.5255600810051,220.43391907215118,250.58954137563705,224.03654021024704,227.20043963193893,221.74473083019257,289.3906943798065,288.8011578321457,347.9685561656952,348.4204125404358,386.4359440803528,386.15111351013184,0.4368341565132141,0.4865935146808624,0.4705447852611542,0.5356186628341675,0.41652530431747437,0.4396635591983795,0.4907320737838745,0.22225165367126465,0.39166343212127686,0.22033263742923737,0.42183437943458557,0.5624346733093262,0.5940744876861572,0.4040836989879608,0.3717590868473053,0.39184921979904175,0.5300519466400146
