frame,inference_ms,left_shoulder_angle,right_shoulder_angle,left_elbow_angle,right_elbow_angle,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
0,44.23469997709617,23.697691820471267,17.56588528337225,175.38764628235666,146.42496312276572,95.74196987515542,160.15137174884384,32.19106192457594,156.3653793150658,380.72374629974365,174.71357429027557,0.9998351335525513,387.5891623497009,168.2359414100647,0.9996594190597534,374.59375619888306,168.50106459856033,0.9996321797370911,394.33802223205566,172.41205543279648,0.9993122220039368,371.0520610809326,172.46241331100464,0.999236524105072,420.28311681747437,215.47163116931915,0.9998796582221985,349.8846826553345,219.10124468803406,0.9998576641082764,432.13654041290283,265.29370725154877,0.9746342897415161,343.51804208755493,276.5035846233368,0.9740833640098572,442.92986392974854,298.5218439102173,0.9548787474632263,363.222403049469,314.76839232444763,0.9660760164260864,404.5358781814575,301.9946428537369,0.9998320937156677,366.8089566230774,304.2868593931198,0.999822199344635,425.33220767974854,307.9802643060684,0.9863786101341248,358.6822724342346,357.9479579925537,0.9878827929496765,359.7260718345642,326.9588451385498,0.9514075517654419,379.1034336090088,434.038982629776,0.9862028360366821
1,21.645899978466332,23.701724226020552,17.314206603258974,176.45078538081742,146.18020455804242,87.78574896325917,161.7971561565781,24.830434191409978,157.94716157893814,380.68940114974976,174.7472791671753,0.9998420476913452,387.6361689567566,168.36643028259277,0.9996806383132935,374.3974404335022,168.62022829055786,0.9996554851531982,394.3846244812012,172.39476138353348,0.9993530511856079,370.8332781791687,172.48933732509613,0.9992861151695251,420.6226258277893,215.31904751062393,0.9998720288276672,349.88041162490845,219.10134440660477,0.9998636245727539,432.20750522613525,264.88622868061066,0.9673627018928528,343.5029797554016,274.79244244098663,0.9722722172737122,442.37629795074463,298.771368265152,0.944724440574646,364.0984697341919,314.71759283542633,0.963808536529541,404.5444960594177,301.6763981580734,0.9998428821563721,365.9264454841614,303.36563074588776,0.9998385906219482,422.4600028991699,304.30033564567566,0.9863722920417786,358.9229664802551,357.13240253925323,0.9886858463287354,359.83069944381714,322.8496422767639,0.9376311898231506,379.1032061576843,434.4314749240875,0.9868177771568298
2,15.963400015607476,23.689708099223676,17.33013363294749,178.50575439511215,145.5936637231724,78.2647030050888,162.4139677116045,14.312157945154842,158.50139734413963,380.69005823135376,174.7332758307457,0.9998467564582825,387.7089533805847,168.38352489471436,0.9996966123580933,374.3331980705261,168.650756418705,0.9996723532676697,394.4210925102234,172.37826508283615,0.9993804097175598,370.76418352127075,172.53500843048096,0.9993219375610352,420.8079733848572,215.17875772714615,0.9998518228530884,349.87955236434937,219.23066514730453,0.99986732006073,432.2792282104492,264.71562445163727,0.9617260098457336,343.2523283958435,274.4054774045944,0.9701974391937256,439.58400440216064,300.47937643527985,0.9364942312240601,364.30754804611206,314.7538334131241,0.9617136120796204,404.5430555343628,301.65930354595184,0.9998490214347839,365.4454870223999,303.37292444705963,0.9998533725738525,423.8358054161072,301.29433357715607,0.9847007989883423,358.9111895561218,355.7956038713455,0.9891960620880127,377.70220708847046,313.99810910224915,0.9013998508453369,379.16719579696655,434.72450506687164,0.9869121313095093
3,20.85060003446415,23.44505545463217,17.56633357756459,171.87834042948367,145.0693078830992,96.94601296838769,162.74835913522287,19.796716021520083,159.58201999651692,380.5793147087097,174.79753732681274,0.9998540878295898,387.71074771881104,168.4703370332718,0.9997135400772095,374.1753215789795,168.69037318229675,0.999691903591156,394.4409565925598,172.41937762498856,0.9994125962257385,370.6312255859375,172.5366039276123,0.9993614554405212,420.91272735595703,215.14505285024643,0.9998289942741394,349.8328742980957,219.24140626192093,0.9998685717582703,432.2792282104492,264.92708480358124,0.9600591063499451,343.05568408966064,274.07281625270844,0.9684922695159912,435.52399826049805,304.0598999261856,0.9323053359985352,364.5813488960266,314.7540898323059,0.9598132371902466,404.83838844299316,301.1749277114868,0.999853253364563,365.37057971954346,302.9100593328476,0.9998666048049927,437.1547737121582,311.3825194835663,0.983788788318634,359.4548993110657,353.0310916900635,0.9898688793182373,372.45212507247925,313.94420409202576,0.8729806542396545,379.32810497283936,434.63706612586975,0.9873848557472229
4,25.72959999088198,22.783847761735956,18.089319413860196,164.9228968834348,143.4776686754474,95.25868038261108,164.3240677221602,16.397813383719512,162.07503042164205,380.5753469467163,174.82164072990417,0.9998630881309509,387.8288960456848,168.52250409126282,0.9997338652610779,374.16192722320557,168.69329351186752,0.9997144937515259,394.6849613189697,172.4469141960144,0.9994531273841858,370.62480640411377,172.49398136138916,0.9994102716445923,421.1521830558777,215.03859615325928,0.9998115301132202,349.8013343811035,219.23751723766327,0.999870777130127,432.45648860931396,265.08392786979675,0.9596219658851624,342.69022035598755,273.806453704834,0.9687587022781372,430.83329486846924,304.6596074104309,0.9304664731025696,365.4791750907898,314.7539758682251,0.9598606824874878,406.03832054138184,300.2714774608612,0.9998571276664734,365.3826093673706,301.978488445282,0.9998781085014343,445.93212032318115,311.1957323551178,0.982711911201477,360.89400911331177,353.16782009601593,0.9901819229125977,370.9557480812073,312.61404383182526,0.845119297504425,379.49995708465576,434.31625723838806,0.9873389601707458
5,17.91709999088198,21.642697438277608,18.370557353444262,156.6245011279573,142.93624669346806,96.05464563635941,165.36800858416822,15.573421537894083,164.20495897536557,380.67214012145996,174.78933191299438,0.9998680353164673,388.0417146682739,168.52200549840927,0.9997479915618896,374.17706537246704,168.66413295269012,0.9997308850288391,394.8428883552551,172.44708514213562,0.9994798302650452,370.6260447502136,172.44836723804474,0.9994463920593262,421.22903633117676,215.03503477573395,0.9997729659080505,349.751446723938,219.24358582496643,0.9998677372932434,431.93926429748535,265.22672486305237,0.9590239524841309,342.6449828147888,273.7091283798218,0.9691972732543945,423.81429862976074,305.7776520252228,0.9282190203666687,365.96066427230835,314.7021507024765,0.9599641561508179,406.9587655067444,299.430935382843,0.9998574256896973,365.68378019332886,301.6937206983566,0.9998880624771118,447.41287899017334,310.7654039859772,0.981327474117279,362.3222770690918,353.7433387041092,0.9903020262718201,379.95930767059326,310.6730645895004,0.815234363079071,379.5846195220947,434.2659420967102,0.987058162689209
6,16.870299994479865,20.65106766382551,18.38497254271066,151.24038390943903,142.79667531367008,97.32444142856832,165.384827495688,16.317755704268023,164.17026512413642,380.98202991485596,174.77931731939316,0.9998713731765747,388.37910079956055,168.52632188796997,0.9997596740722656,374.3219518661499,168.65936070680618,0.9997445344924927,394.988760471344,172.4565441608429,0.9995003342628479,370.6771960258484,172.43802499771118,0.9994771480560303,421.2508211135864,215.11854195594788,0.9997484087944031,349.7257447242737,219.25559478998184,0.9998680949211121,431.1082582473755,266.0159261226654,0.9582189321517944,342.63515186309814,273.72722017765045,0.9692833423614502,418.0622568130493,306.65266823768616,0.9253942370414734,366.1009511947632,314.7226927280426,0.9597215056419373,406.8809013366699,299.2732660770416,0.9998583197593689,365.69128608703613,301.63326275348663,0.9998970627784729,443.49005126953125,310.4759922027588,0.9801796078681946,362.3073663711548,354.72833025455475,0.9902617931365967,376.8166127204895,309.66508078575134,0.7872364521026611,379.59586572647095,434.80567598342896,0.9864373803138733
7,17.658700002357364,18.328815210411694,18.43327025752581,148.67811173367375,142.76601410429876,98.10301535854288,165.52162617484348,17.720538025580456,164.50983401730477,381.59152364730835,174.89670032262802,0.9998687505722046,389.0611262321472,168.64081305265427,0.9997614026069641,374.8189330101013,168.72731178998947,0.9997480511665344,395.5141224861145,172.51127541065216,0.999498188495636,370.9107127189636,172.443765938282,0.9994875192642212,421.40854597091675,215.38215512037277,0.9997113347053528,349.79001235961914,219.19842755794525,0.9998652935028076,429.18235206604004,267.7136205434799,0.9572330117225647,342.6737427711487,273.6823753118515,0.9680327773094177,412.29636573791504,307.7420793771744,0.9212517142295837,366.1705513000488,314.7224363088608,0.9573190808296204,406.81332302093506,299.18730866909027,0.9998562932014465,365.69788217544556,301.0993980169296,0.9999051094055176,441.2152853012085,310.35348081588745,0.9779632687568665,362.45258140563965,354.36544013023376,0.9899711012840271,375.31571197509766,310.0523307323456,0.7533386945724487,379.60546922683716,435.03810572624207,0.985324501991272
8,16.193500021472573,16.939823378583558,17.987046955466877,147.5743606838193,143.41019628720966,99.7088241935785,166.08376798579204,20.66911587578068,165.47323346557639,382.1599245071411,174.96369695663452,0.9998648166656494,389.71583223342896,168.67228138446808,0.9997618198394775,375.2459602355957,168.74773985147476,0.9997513890266418,396.1581382751465,172.52187407016754,0.9995002150535583,371.0833988189697,172.4457745552063,0.999500036239624,421.47139835357666,215.41027575731277,0.9996946454048157,350.0238575935364,218.83414137363434,0.9998654127120972,427.92176628112793,268.942210316658,0.9564393758773804,343.15770864486694,273.5621432065964,0.9661965370178223,409.0285220146179,308.455295085907,0.9170061349868774,366.3900671005249,314.72762167453766,0.9540337920188904,406.58890438079834,299.2222956418991,0.999858021736145,365.5869870185852,300.1405042409897,0.9999123215675354,436.7381839752197,310.0635561943054,0.9780918955802917,362.7952241897583,352.0222246646881,0.9902767539024353,362.5633249282837,311.2174425125122,0.7467381358146667,379.6115345954895,435.0728362798691,0.9853445291519165
9,18.618699978105724,15.869705043076875,16.844310745560644,147.98519469568717,144.79998652739368,104.28787264612104,167.21027745422484,26.281234519781606,166.96480693294222,382.9099326133728,174.96308439970016,0.9998664855957031,390.4963946342468,168.63407492637634,0.9997696280479431,376.02922677993774,168.70082938671112,0.9997613430023193,397.1156578063965,172.4619289636612,0.9995163083076477,371.4600329399109,172.35740965604782,0.9995216727256775,421.74777698516846,215.54594999551773,0.9996899366378784,350.29012727737427,218.60089963674545,0.999866783618927,427.13094329833984,270.3100072145462,0.9553957581520081,344.33439016342163,273.482653260231,0.9644428491592407,407.2472496032715,310.3640224933624,0.9126482009887695,367.3237295150757,314.9453500509262,0.9508944153785706,406.53029775619507,299.65182626247406,0.9998617172241211,365.57460355758667,299.8738567829132,0.9999188184738159,433.8547582626343,312.1294115781784,0.9784595966339111,363.62276792526245,352.13482117652893,0.9904714226722717,361.0809235572815,314.3371522426605,0.7442699670791626,379.6254596710205,435.2644383907318,0.9854153990745544
