frame,inference_ms,left_shoulder_angle,right_shoulder_angle,left_elbow_angle,right_elbow_angle,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf
0,12.917099986225367,20.355103904224386,26.364335067099855,119.70207813376162,116.87018756311292,75.40582816341282,121.24236267168187,178.34240233720308,165.77169721316534,359.2461748123169,148.28101605176926,0.9999338388442993,356.5662422180176,140.64150512218475,0.9999117255210876,353.6035876274109,140.42524403333664,0.9999334812164307,344.70046043395996,141.05214619636536,0.9998885989189148,338.5974106788635,140.4085198044777,0.9998910427093506,319.0640172958374,181.45477759838104,0.9984464049339294,306.9807667732239,184.50639379024506,0.9989463686943054,296.1042718887329,228.8482221364975,0.5365437865257263,285.038941860199,234.606485247612,0.9907673001289368,324.659218788147,270.47360265254974,0.6977971792221069,317.556116104126,274.0833864212036,0.9789201021194458,249.31664991378784,248.33317387104034,0.9981626868247986,225.45675325393677,252.87481343746185,0.9976404905319214,325.6279592514038,295.2963470220566,0.4323970377445221,240.0995135307312,348.1008061170578,0.9873917102813721,402.55328607559204,339.6218785047531,0.6572851538658142,231.71287775039673,435.41521286964417,0.9694140553474426
1,12.81300000846386,24.477473699492265,29.62872632552941,136.88619301408866,134.2897106817117,75.3182546926588,127.18493501880631,178.04868954688445,164.95459093404492,358.61886405944824,144.48951655626297,0.9999385476112366,355.9140634536743,137.31242913007736,0.9999178647994995,353.36923694610596,137.58530187606812,0.9999362826347351,343.7111482620239,137.63570249080658,0.999895453453064,338.3562870025635,137.68004876375198,0.9998992681503296,314.4373288154602,178.93386363983154,0.9985793232917786,302.92758417129517,177.51063746213913,0.9990479946136475,297.45717763900757,230.1102603673935,0.4888388216495514,286.99881410598755,236.9922093153,0.9888112545013428,321.0319514274597,281.2287918329239,0.6344088315963745,313.4322214126587,281.47820222377777,0.9746622443199158,248.71749258041382,249.82254195213318,0.998334527015686,224.08635902404785,257.40354657173157,0.9978756904602051,334.0334482192993,295.47541308403015,0.4544944763183594,238.22304010391235,355.57001197338104,0.988449215888977,407.9199495315552,338.31057929992676,0.6826356649398804,227.7392020225525,442.83276450634,0.971817672252655
2,13.072999950964004,21.25906649637308,26.047925609317232,132.91668903092216,131.16819444434987,77.29266910838888,130.81265076726953,176.1225989562216,164.55651655451285,357.78474950790405,146.93363296985626,0.9999424815177917,355.0014023780823,138.56250113248825,0.9999228715896606,352.85466623306274,138.40276622772217,0.9999378323554993,342.5485939979553,138.51275581121445,0.9999005198478699,338.43814420700073,138.32448714971542,0.9999059438705444,311.2250084877014,178.23138904571533,0.9987040162086487,302.9270534515381,174.93452215194702,0.9991402626037598,293.85952949523926,230.9651334285736,0.4460262358188629,285.9368691444397,237.3564954996109,0.9873687624931335,321.0019783973694,280.22226107120514,0.5784827470779419,314.6551766395569,280.5716464519501,0.9717430472373962,248.43972396850586,254.43387055397034,0.998489260673523,225.73353624343872,262.8825122117996,0.9980872273445129,330.75094652175903,295.9738634824753,0.47003769874572754,239.19716358184814,359.7438894510269,0.9892726540565491,406.18591117858887,340.68573319911957,0.7012828588485718,228.06888008117676,443.9294123649597,0.9738919138908386
3,12.960600026417524,15.952262836401362,25.3576974822688,131.2832011499856,131.46424097896414,78.05380525409264,131.82444153096148,176.24562909352724,166.45480269255438,357.6168146133423,146.14879083633423,0.9999457001686096,355.06329441070557,137.78307229280472,0.9999276399612427,353.1377167701721,137.70563369989395,0.9999390244483948,342.2707242965698,135.74257391691208,0.9999051690101624,338.55692434310913,136.01323860883713,0.9999121427536011,310.3118166923523,172.9310478568077,0.9988189935684204,304.96554803848267,174.14949482679367,0.9992240071296692,288.0775146484375,229.91656416654587,0.40687867999076843,286.8375005722046,237.5694943666458,0.9864946603775024,312.12273359298706,276.29987382888794,0.5264155864715576,315.502357006073,282.4196879863739,0.9691508412361145,248.2191972732544,254.53752088546753,0.9986331462860107,226.92310667037964,262.9526571035385,0.9982779622077942,330.57906913757324,293.5049741268158,0.4860096275806427,238.53022575378418,359.35193848609924,0.989997386932373,409.2428569793701,337.2435621023178,0.7182525992393494,228.68282175064087,443.43911039829254,0.9753812551498413
4,13.080500008072704,13.128975421536445,20.709130196473158,125.14948817590731,122.03041647264311,78.03371091569171,132.89529878133513,177.90173073618232,166.51243485560852,357.23019790649414,146.04928594827652,0.9999450445175171,355.08737897872925,138.31965792179108,0.9999284148216248,353.26503896713257,138.3479637503624,0.9999338388442993,342.56962060928345,136.73510134220123,0.9999001622200012,338.6003170013428,137.07347494363785,0.99991375207901,310.8765277862549,173.8289281129837,0.9989155530929565,303.53909969329834,175.90421402454376,0.9992983341217041,285.47342443466187,229.71027493476868,0.37029191851615906,280.72684383392334,238.69681280851364,0.9852715730667114,311.26941204071045,273.6706655025482,0.47864830493927,313.312961101532,280.39953219890594,0.9662511348724365,248.05571031570435,255.47695529460907,0.998763382434845,227.5348243713379,264.3454406261444,0.9984495639801025,328.36836862564087,293.97142910957336,0.5028247833251953,238.4457402229309,361.16496455669403,0.9905303716659546,408.9988775253296,336.31600844860077,0.7363525629043579,228.2415156364441,443.58378779888153,0.9762672185897827
5,13.08250002330169,15.665364416609014,20.082445761791284,129.5944342916735,121.40184345197052,79.55181219369963,133.7259194017475,178.7418349830284,166.91789409760278,357.3019461631775,147.12977939844131,0.9999435544013977,355.23802757263184,139.15648192167282,0.9999279379844666,353.4580945968628,139.39231634140015,0.9999269247055054,343.0403690338135,137.38483905792236,0.9998916983604431,339.0966157913208,138.05328112840652,0.9999140501022339,311.48688077926636,172.84427845478058,0.9990051984786987,303.54455852508545,175.05364310741425,0.9993658661842346,288.85031843185425,229.95875936746597,0.337805837392807,279.77215480804443,239.33767557144165,0.9843028783798218,313.6214609146118,275.0446449518204,0.4361421763896942,312.7043266296387,281.03160548210144,0.9642412066459656,248.51700687408447,255.54715716838837,0.998881995677948,227.92740535736084,263.975883603096,0.9986040592193604,325.99799728393555,294.74914848804474,0.5238295793533325,238.03342151641846,361.8180642127991,0.99101322889328,408.86771392822266,334.4167685508728,0.7552870512008667,227.81246662139893,442.8959860801697,0.9770596027374268
6,13.195900013670325,15.630589867555443,20.408145347642915,127.73544019643788,121.67991281609021,79.23920365939526,134.1657665240933,179.2810746711524,166.3143133185187,357.37814235687256,148.98757910728455,0.9999423623085022,355.4083127975464,140.37565541267395,0.9999273419380188,353.5781888961792,140.60940998792648,0.9999199509620667,343.424054145813,138.7877796292305,0.9998828768730164,339.42348861694336,139.39027923345566,0.99991375207901,311.6584801673889,174.21159100532532,0.9990893006324768,303.13181018829346,174.79089891910553,0.9994268417358398,288.76623725891113,231.03977990150452,0.31004631519317627,280.11752700805664,239.65523648262024,0.9838299751281738,314.96991872787476,275.8400287628174,0.3999120593070984,314.03264236450195,281.85964000225067,0.9632896184921265,248.49744606018066,256.3115142583847,0.9989884495735168,228.22074174880981,264.24651980400085,0.9987430572509766,327.5994062423706,296.28780603408813,0.54616779088974,238.345712184906,362.37329721450806,0.9914562106132507,410.053240776062,339.2652564048767,0.7730476260185242,227.48460817337036,441.71679973602295,0.9777748584747314
7,13.138699985574931,,21.599170326368718,,122.92565719476838,79.22189762608755,134.36752969241118,178.83897365189185,166.48025739477018,357.422242641449,149.89724040031433,0.9999396800994873,355.5210528373718,141.21877592802048,0.9999253153800964,353.63482427597046,141.40785658359528,0.9999115467071533,343.70831775665283,139.5603421330452,0.999872088432312,339.6481599807739,140.18727278709412,0.999912440776825,311.81853008270264,174.50775516033173,0.999161422252655,302.72939825057983,175.37912452220917,0.9994814991950989,290.24280071258545,231.02469390630722,0.2843117117881775,281.2773013114929,240.68267965316772,0.9830889701843262,315.721342086792,276.144939661026,0.36601728200912476,314.9356999397278,282.412251830101,0.9616597294807434,248.5353546142578,256.636910200119,0.999083936214447,228.42501831054688,264.6113188266754,0.9988681077957153,328.2050585746765,296.94611954689026,0.5645561218261719,238.4357829093933,362.3502194881439,0.9918254017829895,410.18223094940186,336.3572919368744,0.7884433269500732,227.69502592086792,442.0871829986572,0.9783765077590942
8,25.217199989128858,,21.188739942726418,,121.29413956119335,79.11628040449573,134.63549217976663,179.5248046342553,167.06901570658246,357.46141481399536,150.36613136529922,0.9999358057975769,355.5934329032898,141.65954625606537,0.9999220967292786,353.68627882003784,141.86009454727173,0.9999017715454102,343.90402698516846,140.0303015112877,0.9998582601547241,339.7994656562805,140.73780477046967,0.9999094009399414,311.8030381202698,174.59307152032852,0.9992229342460632,302.28708124160767,176.162955224514,0.9995303750038147,290.3132600784302,231.0211040377617,0.26079100370407104,280.53323221206665,240.9773907661438,0.9822664856910706,315.51506900787354,276.2258256673813,0.33509141206741333,315.643705368042,282.59507870674133,0.9599568247795105,248.52006483078003,256.99598252773285,0.9991693496704102,228.58501768112183,264.8046588897705,0.9989806413650513,327.0411901473999,296.38410568237305,0.5793915390968323,238.23206233978271,362.7996083498001,0.9921029210090637,408.2420964241028,337.9629318714142,0.8015745282173157,227.96799278259277,442.8272657394409,0.978867769241333
9,12.930600030813366,,20.893287617416043,,121.12257147040425,78.80182765827035,135.21942756729155,179.36684599768574,167.3802227188548,357.48699045181274,150.86782974004745,0.9999314546585083,355.6526207923889,142.15201354026794,0.9999186992645264,353.8089003562927,142.30241763591766,0.9998917579650879,344.0569500923157,140.51157182455063,0.9998443126678467,339.9756393432617,141.12447065114975,0.999906063079834,312.0795178413391,175.50771874189377,0.9992783069610596,301.9464349746704,175.8809795975685,0.9995743036270142,290.4444236755371,231.07825702428818,0.23959442973136902,280.05881929397583,241.35301637649536,0.9814388751983643,315.7345848083496,276.9478735923767,0.30698704719543457,315.67514419555664,283.21330535411835,0.9579772353172302,248.59065055847168,257.73079442977905,0.9992464184761047,228.6160774230957,265.2237333059311,0.9990818500518799,327.2342457771301,296.8990523815155,0.5947050452232361,237.86422300338745,363.0177925825119,0.9922959804534912,410.05053663253784,339.2940608263016,0.8138568997383118,227.71653270721436,443.1479606628418,0.9790682792663574
